ClusterIndex	Probability	OffspringID	FatherID	MotherID
132	1	0.2621	PM_BMR_142	*17	#11
133	1	0.2621	PM_BMR_143	*28	#29
134	1	0.2621	PM_BMR_145	*30	#31
135	1	0.2621	PM_BMR_146	*24	#7
136	1	0.2621	PM_BMR_147	*30	#32
137	1	0.2621	PM_BMR_149	*21	#28
138	1	0.2621	PM_BMR_151	*25	#19
139	1	0.2621	PM_BMR_153	*28	#29
140	1	0.2621	PM_BMR_154	*28	#33
141	1	0.2621	PM_BMR_155	*5	#5
142	1	0.2621	PM_BMR_156	*21	#19
143	1	0.2621	PM_BMR_157	*24	#7
144	1	0.2621	PM_BMR_160	*28	#29
145	1	0.2621	PM_BMR_161	*22	#28
146	1	0.2621	PM_BMR_162	*30	#29
147	1	0.2621	PM_BMR_163	*26	#7
148	1	0.2621	PM_BMR_164	*23	#27
149	1	0.2621	PM_BMR_165	*25	#19
150	1	0.2621	PM_BMR_166	*20	#27
151	1	0.2621	PM_BMR_167	*31	#35
152	1	0.2621	PM_BMR_168	*20	#36
153	1	0.2621	PM_BMR_169	*21	#28
154	1	0.2621	PM_BMR_170	*1	#12
155	1	0.2621	PM_BMR_171	*31	#37
156	1	0.2621	PM_BMR_172	*32	#38
157	1	0.2621	PM_BMR_173	*11	#13
158	1	0.2621	PM_BMR_174	*24	#13
159	1	0.2621	PM_BMR_175	*21	#28
160	1	0.2621	PM_BMR_176	*30	#29
161	1	0.2621	PM_BMR_177	*20	#27
162	1	0.2621	PM_BMR_178	*31	#37
163	1	0.2621	PM_BMR_179	*5	#5
164	1	0.2621	PM_BMR_182	*11	#13
165	1	0.2621	PM_BMR_183	*24	#13
166	1	0.2621	PM_BMR_184	*7	#18
167	1	0.2621	PM_BMR_185	*3	#13
168	1	0.2621	PM_BMR_187	*27	#19
169	1	0.2621	PM_BMR_188	*5	#5
170	1	0.2621	PM_BMR_189	*11	#13
171	1	0.2621	PM_BMR_191	*28	#29
172	1	0.2621	PM_BMR_192	*32	#38
173	1	0.2621	PM_BMR_193	*27	#19
174	1	0.2621	PM_BMR_195	*27	#19
175	1	0.2621	PM_BMR_196	*32	#38
176	1	0.2621	PM_BMR_197	*13	#19
177	1	0.2621	PM_BMR_198	*31	#31
178	1	0.2621	PM_BMR_200	*23	#27
179	1	0.2621	PM_BMR_201	*30	#31
180	1	0.2621	PM_BMR_202	*15	#13
181	1	0.2621	PM_BMR_203	*20	#27
182	1	0.2621	PM_BMR_204	*30	#31
183	1	0.2621	PM_BMR_205	*22	#41
184	1	0.2621	PM_BMR_206	*5	#5
185	1	0.2621	PM_BMR_207	*31	#31
186	1	0.2621	PM_BMR_209	*13	#19
187	1	0.2621	PM_BMR_210	*32	#29
188	1	0.2621	PM_BMR_212	*24	#7
189	1	0.2621	PM_BMR_213	*7	#18
190	1	0.2621	PM_BMR_214	*30	#29
191	1	0.2621	PM_BMR_215	*30	#31
192	1	0.2621	PM_BMR_216	*27	#19
193	1	0.2621	PM_BMR_217	*32	#38
194	1	0.2621	PM_BMR_219	*11	#13
195	1	0.2621	PM_BMR_220	*31	#31
196	1	0.2621	PM_BMR_222	*8	#11
197	1	0.2621	PM_BMR_224	*22	#28
198	1	0.2621	PM_BMR_225	*22	#28
199	1	0.2621	PM_BMR_228	*31	#35
200	1	0.2621	PM_BMR_229	*25	#19
201	1	0.2621	PM_BMR_230	*26	#36
202	1	0.2621	PM_BMR_231	*11	#13
203	1	0.2621	PM_BMR_232	*23	#27
204	1	0.2621	PM_BMR_233	*24	#13
205	1	0.2621	PM_BMR_234	*20	#36
206	1	0.2621	PM_BMR_235	*5	#5
207	1	0.2621	PM_BMR_236	*30	#29
208	1	0.2621	PM_BMR_237	*11	#13
209	1	0.2621	PM_BMR_238	*24	#13
210	1	0.2621	PM_BMR_239	*32	#38
211	1	0.2621	PM_BMR_242	*22	#28
212	1	0.2621	PM_BMR_245	*8	#11
213	1	0.2621	PM_BMR_246	*22	#28
214	1	0.2621	PM_BMR_247	*22	#28
215	1	0.2621	PM_BMR_248	*28	#29
216	1	0.2621	PM_BMR_249	*21	#28
217	1	0.2621	PM_BMR_250	*1	#12
218	1	0.2621	PM_BMR_251	*23	#27
219	1	0.2621	PM_BMR_252	*31	#37
220	1	0.2621	PM_BMR_253	*28	#29
221	1	0.2621	PM_BMR_254	*24	#13
222	1	0.2621	PM_BMR_256	*25	#19
223	1	0.2621	PM_BMR_257	*28	#29
224	1	0.2621	PM_BMR_258	*6	#6
225	1	0.2621	PM_BMR_259	*22	#41
226	1	0.2621	PM_BMR_260	*22	#41
227	1	0.2621	PM_BMR_261	*30	#31
228	1	0.2621	PM_BMR_264	*27	#19
229	1	0.2621	PM_BMR_266	*11	#13
230	1	0.2621	PM_BMR_267	*22	#28
231	1	0.2621	PM_BMR_268	*24	#7
232	1	0.2621	PM_BMR_269	*28	#33
233	1	0.2621	PM_BMR_273	*21	#19
234	1	0.2621	PM_BMR_274	*21	#28
235	1	0.2621	PM_BMR_275	*27	#19
236	1	0.2621	PM_BMR_276	*22	#28
237	1	0.2621	PM_BMR_278	*6	#16
238	1	0.2621	PM_BMR_280	*13	#19
239	1	0.2621	PM_BMR_281	*5	#5
240	1	0.2621	PM_BMR_282	*20	#27
241	1	0.2621	PM_BMR_283	*31	#35
242	1	0.2621	PM_BMR_284	*5	#5
243	1	0.2621	PM_BMR_286	*28	#29
244	1	0.2621	PM_BMR_287	*11	#13
245	1	0.2621	PM_BMR_288	*25	#19
246	1	0.2621	PM_BMR_290	*1	#12
247	1	0.2621	PM_BMR_291	*28	#29
248	1	0.2621	PM_BMR_292	*11	#13
249	1	0.2621	PM_BMR_296	*20	#27
250	1	0.2621	PM_BMR_297	*31	#31
251	1	0.2621	PM_BMR_298	*21	#28
252	1	0.2621	PM_BMR_299	*20	#27
253	1	0.2621	PM_BMR_301	*13	#19
254	1	0.2621	PM_BMR_302	*27	#19
255	1	0.2621	PM_BMR_303	*31	#35
256	1	0.2621	PM_BMR_305	*31	#35
257	1	0.2621	PM_BMR_306	*26	#7
258	1	0.2621	PM_BMR_307	*22	#41
259	1	0.2621	PM_BMR_309	*11	#13
260	1	0.2621	PM_BMR_310	*7	#18
261	1	0.2621	PM_BMR_311	*38	#19
262	1	0.2621	PM_BMR_312	*21	#28
263	1	0.2621	PM_BMR_313	*1	#12
264	1	0.2621	PM_BMR_316	*17	#11
265	1	0.2621	PM_BMR_318	*28	#29
266	1	0.2621	PM_BMR_320	*28	#29
267	1	0.2621	PM_BMR_321	*1	#12
268	1	0.2621	PM_BMR_322	*1	#14
269	1	0.2621	PM_BMR_323	*13	#20
270	1	0.2621	PM_BMR_324	*6	#25
271	1	0.2621	PM_BMR_327	*10	#11
272	1	0.2621	PM_BMR_328	*7	#18
273	1	0.2621	PM_BMR_330	*7	#18
274	1	0.2621	PM_BMR_331	*40	#20
275	1	0.2621	PM_BMR_332	*17	#11
276	1	0.2621	PM_BMR_334	*14	#20
277	1	0.2621	PM_BMR_336	*8	#11
278	1	0.2621	PM_BMR_342	*8	#11
279	1	0.2621	PM_BMR_344	*10	#11
280	1	0.2621	PM_BMR_345	*7	#18
281	1	0.2621	PM_BMR_346	*10	#11
282	1	0.2621	PM_BMR_347	*8	#11
283	1	0.2621	PM_BMR_348	*5	#5
284	1	0.2621	PM_BMR_349	*6	#11
285	1	0.2621	PM_BMR_350	*7	#18
286	1	0.2621	PM_BMR_351	*8	#11
287	1	0.2621	PM_BMR_352	*7	#18
288	1	0.2621	PM_BMR_353	*10	#11
289	1	0.2621	PM_BMR_354	*1	#12
290	1	0.2621	PM_BMR_355	*17	#11
291	1	0.2621	PM_BMR_356	*7	#18
292	1	0.2621	PM_BMR_357	*15	#13
293	1	0.2621	PM_BMR_358	*8	#6
294	1	0.2621	PM_BMR_359	*17	#24
295	1	0.2621	PM_BMR_361	*5	#5
296	1	0.2621	PM_BMR_362	*5	#5
297	1	0.2621	PM_BMR_363	*1	#12
298	1	0.2621	PM_BMR_364	*1	#12
299	1	0.2621	PM_BMR_365	*17	#24
300	1	0.2621	PM_BMR_366	*16	#19
301	1	0.2621	PM_BMR_367	*7	#18
302	1	0.2621	PM_BMR_369	*1	#12
303	1	0.2621	PM_BMR_370	*7	#7
304	1	0.2621	PM_BMR_372	*5	#5
305	1	0.2621	PM_BMR_376	*9	#25
306	1	0.2621	PM_BMR_377	*40	#20
307	1	0.2621	PM_BMR_378	*1	#12
308	1	0.2621	PM_BMR_379	*6	#16
309	1	0.2621	PM_BMR_383	*17	#11
310	1	0.2621	PM_BMR_384	*40	#20
311	1	0.2621	PM_BMR_385	*8	#11
312	1	0.2621	PM_BMR_386	*40	#20
313	1	0.2621	PM_BMR_387	*8	#11
314	1	0.2621	PM_BMR_389	*17	#24
315	1	0.2621	PM_BMR_390	*6	#25
316	1	0.2621	PM_BMR_391	*1	#12
317	1	0.2621	PM_BMR_392	*1	#12
318	1	0.2621	PM_BMR_393	*7	#18
319	1	0.2621	PM_BMR_394	*1	#14
320	1	0.2621	PM_BMR_395	*6	#16
321	1	0.2621	PM_BMR_396	*1	#12
322	1	0.2621	PM_BMR_397	*8	#11
323	1	0.2621	PM_BMR_398	*10	#11
324	1	0.2621	PM_BMR_399	*15	#13
325	1	0.2621	PM_BMR_400	*7	#18
326	1	0.2621	PM_BMR_401	*1	#12
327	1	0.2621	PM_BMR_402	*14	#24
328	1	0.2621	PM_BMR_403	*11	#13
329	1	0.2621	PM_BMR_405	*1	#12
330	1	0.2621	PM_BMR_407	*7	#18
331	1	0.2621	PM_BMR_408	*17	#24
332	1	0.2621	PM_BMR_409	*6	#16
333	1	0.2621	PM_BMR_410	*6	#16
334	1	0.2621	PM_BMR_412	*14	#20
335	1	0.2621	PM_BMR_414	*17	#24
336	1	0.2621	PM_BMR_416	*9	#6
337	1	0.2621	PM_BMR_417	*1	#14
338	1	0.2621	PM_BMR_420	*1	#12
339	1	0.2621	PM_BMR_421	*7	#18
340	1	0.2621	PM_BMR_423	*1	#12
341	1	0.2621	PM_BMR_427	*5	#5
342	1	0.2621	PM_BMR_428	*14	#20
343	1	0.2621	PM_BMR_429	*1	#14
344	1	0.2621	PM_BMR_432	*1	#12
345	1	0.2621	PM_BMR_433	*1	#12
346	1	0.2621	PM_BMR_434	*10	#11
347	1	0.2621	PM_BMR_435	*10	#11
348	1	0.2621	PM_BMR_438	*10	#11
349	1	0.2621	PM_BMR_441	*8	#11
350	1	0.2621	PM_BMR_442	*7	#18
351	1	0.2621	PM_BMR_443	*5	#5
352	1	0.2621	PM_BMR_444	*7	#7
353	1	0.2621	PM_BMR_445	*1	#12
354	1	0.2621	PM_BMR_446	*17	#24
355	1	0.2621	PM_BMR_447	*1	#12
356	1	0.2621	PM_BMR_448	*3	#5
357	1	0.2621	PM_BMR_449	*1	#22
358	1	0.2621	PM_BMR_450	*7	#29
359	1	0.2621	PM_BMR_451	*10	#11
360	1	0.2621	PM_BMR_452	*13	#19
361	1	0.2621	PM_BMR_453	*8	#22
362	1	0.2621	PM_BMR_455	*3	#5
363	1	0.2621	PM_BMR_456	*6	#6
364	1	0.2621	PM_BMR_457	*8	#11
365	1	0.2621	PM_BMR_458	*7	#29
366	1	0.2621	PM_BMR_459	*1	#12
367	1	0.2621	PM_BMR_460	*13	#19
368	1	0.2621	PM_BMR_461	*13	#19
369	1	0.2621	PM_BMR_462	*15	#21
370	1	0.2621	PM_BMR_463	*1	#12
371	1	0.2621	PM_BMR_464	*8	#11
372	1	0.2621	PM_BMR_465	*5	#5
373	1	0.2621	PM_BMR_466	*9	#6
374	1	0.2621	PM_BMR_467	*14	#20
375	1	0.2621	PM_BMR_468	*5	#5
376	1	0.2621	PM_BMR_469	*7	#18
377	1	0.2621	PM_BMR_470	*1	#12
378	1	0.2621	PM_BMR_471	*1	#12
379	1	0.2621	PM_BMR_473	*13	#19
380	1	0.2621	PM_BMR_474	*10	#11
381	1	0.2621	PM_BMR_475	*17	#24
382	1	0.2621	PM_BMR_476	*15	#13
383	1	0.2621	PM_BMR_477	*1	#12
384	1	0.2621	PM_BMR_479	*13	#19
385	1	0.2621	PM_BMR_480	*10	#11
386	1	0.2621	PM_BMR_481	*9	#25
387	1	0.2621	PM_BMR_483	*17	#11
388	1	0.2621	PM_BMR_484	*14	#20
389	1	0.2621	PM_BMR_485	*1	#12
390	1	0.2621	PM_BMR_486	*8	#11
391	1	0.2621	PM_BMR_487	*5	#5
392	1	0.2621	PM_BMR_488	*7	#18
393	1	0.2621	PM_BMR_489	*1	#12
394	1	0.2621	PM_BMR_490	*8	#11
395	1	0.2621	PM_BMR_491	*1	#14
396	1	0.2621	PM_BMR_492	*15	#13
397	1	0.2621	PM_BMR_493	*7	#29
398	1	0.2621	PM_BMR_494	*7	#18
399	1	0.2621	PM_BMR_496	*11	#13
400	1	0.2621	PM_BMR_497	*5	#5
401	1	0.2621	PM_BMR_500	*6	#11
402	1	0.2621	PM_BMR_502	*1	#12
403	1	0.2621	PM_BMR_505	*1	#22
404	1	0.2621	PM_BMR_507	*1	#22
405	1	0.2621	PM_BMR_508	*10	#11
406	1	0.2621	PM_BMR_509	*7	#18
407	1	0.2621	PM_BMR_510	*1	#12
408	1	0.2621	PM_BMR_511	*13	#19
409	1	0.2621	PM_BMR_514	*11	#13
410	1	0.2621	PM_BMR_515	*9	#6
411	1	0.2621	PM_BMR_517	*1	#12
412	1	0.2621	PM_BMR_518	*1	#12
413	1	0.2621	PM_BMR_519	*5	#5
414	1	0.2621	PM_BMR_520	*9	#6
415	1	0.2621	PM_BMR_521	*5	#5
416	1	0.2621	PM_BMR_523	*5	#5
417	1	0.2621	PM_BMR_524	*9	#6
418	1	0.2621	PM_BMR_525	*8	#11
419	1	0.2621	PM_BMR_527	*10	#11
420	1	0.2621	PM_BMR_528	*1	#12
421	1	0.2621	PM_BMR_532	*13	#20
422	1	0.2621	PM_BMR_534	*1	#12
423	1	0.2621	PM_BMR_535	*11	#13
424	1	0.2621	PM_BMR_536	*5	#5
425	1	0.2621	PM_BMR_537	*5	#5
426	1	0.2621	PM_BMR_538	*6	#11
427	1	0.2621	PM_BMR_539	*8	#11
428	1	0.2621	PM_BMR_540	*6	#25
429	1	0.2621	PM_BMR_542	*5	#5
430	1	0.2621	PM_BMR_543	*7	#18
431	1	0.2621	PM_BMR_544	*5	#5
432	1	0.2621	PM_BMR_545	*7	#18
433	1	0.2621	PM_BMR_546	*7	#18
434	1	0.2621	PM_BMR_547	*17	#11
435	1	0.2621	PM_BMR_548	*3	#5
436	1	0.2621	PM_BMR_550	*1	#12
437	1	0.2621	PM_BMR_551	*10	#11
438	1	0.2621	PM_BMR_553	*1	#22
439	1	0.2621	PM_BMR_555	*1	#12
440	1	0.2621	PM_BMR_556	*1	#22
441	1	0.2621	PM_BMR_559	*1	#22
442	1	0.2621	PM_BMR_561	*1	#12
443	1	0.2621	PM_BMR_562	*5	#5
444	1	0.2621	PM_BMR_563	*1	#12
445	1	0.2621	PM_BMR_564	*41	#12
446	1	0.2621	PM_BMR_565	*7	#18
447	1	0.2621	PM_BMR_568	*8	#11
448	1	0.2621	PM_BMR_569	*7	#18
449	1	0.2621	PM_BMR_570	*5	#5
450	1	0.2621	PM_BMR_571	*15	#13
451	1	0.2621	PM_BMR_572	*9	#25
452	1	0.2621	PM_BMR_573	*17	#24
453	1	0.2621	PM_BMR_574	*1	#12
454	1	0.2621	PM_BMR_575	*10	#11
455	1	0.2621	PM_BMR_576	*7	#18
456	1	0.2621	PM_BMR_577	*8	#11
457	1	0.2621	PM_BMR_578	*7	#18
458	1	0.2621	PM_BMR_579	*1	#12
459	1	0.2621	PM_BMR_580	*5	#5
460	1	0.2621	PM_BMR_581	*17	#24
461	1	0.2621	PM_BMR_582	*5	#5
462	1	0.2621	PM_BMR_583	*5	#5
463	1	0.2621	PM_BMR_584	*1	#12
464	1	0.2621	PM_BMR_585	*1	#12
465	1	0.2621	PM_BMR_586	*1	#12
466	1	0.2621	PM_BMR_587	*7	#18
467	1	0.2621	PM_BMR_589	*5	#5
468	1	0.2621	PM_BMR_590	*17	#11
469	1	0.2621	PM_BMR_591	*1	#12
470	1	0.2621	PM_BMR_592	*7	#7
471	1	0.2621	PM_BMR_594	*5	#5
472	1	0.2621	PM_BMR_595	*9	#25
473	1	0.2621	PM_BMR_596	*15	#13
474	1	0.2621	PM_BMR_597	*5	#5
475	1	0.2621	PM_BMR_598	*8	#22
476	1	0.2621	PM_BMR_599	*10	#11
477	1	0.2621	PM_BMR_601	*1	#14
478	1	0.2621	PM_BMR_602	*5	#5
479	1	0.2621	PM_BMR_604	*5	#5
480	1	0.2621	PM_BMR_605	*5	#5
481	1	0.2621	PM_BMR_607	*1	#14
482	1	0.2621	PM_BMR_608	*1	#12
483	1	0.2621	PM_BMR_609	*17	#11
484	1	0.2621	PM_BMR_610	*38	#19
485	1	0.2621	PM_BMR_611	*31	#31
486	1	0.2621	PM_BMR_613	*22	#28
487	1	0.2621	PM_BMR_614	*14	#20
488	1	0.2621	PM_BMR_615	*13	#19
489	1	0.2621	PM_BMR_616	*27	#19
490	1	0.2621	PM_BMR_618	*32	#38
491	1	0.2621	PM_BMR_620	*28	#29
492	1	0.2621	PM_BMR_621	*41	#7
493	1	0.2621	PM_BMR_623	*22	#28
494	1	0.2621	PM_BMR_625	*31	#35
495	1	0.2621	PM_BMR_626	*28	#29
496	1	0.2621	PM_BMR_627	*27	#19
497	1	0.2621	PM_BMR_629	*1	#12
498	1	0.2621	PM_BMR_630	*5	#5
499	1	0.2621	PM_BMR_631	*25	#19
500	1	0.2621	PM_BMR_632	*11	#13
501	1	0.2621	PM_BMR_633	*11	#13
502	1	0.2621	PM_BMR_634	*27	#19
503	1	0.2621	PM_BMR_637	*24	#13
504	1	0.2621	PM_BMR_638	*25	#19
505	1	0.2621	PM_BMR_640	*20	#27
506	1	0.2621	PM_BMR_642	*22	#28
507	1	0.2621	PM_BMR_644	*28	#29
508	1	0.2621	PM_BMR_645	*30	#29
509	1	0.2621	PM_BMR_646	*9	#25
510	1	0.2621	PM_BMR_648	*24	#13
511	1	0.2621	PM_BMR_651	*22	#28
512	1	0.2621	PM_BMR_652	*32	#29
513	1	0.2621	PM_BMR_653	*30	#29
514	1	0.2621	PM_BMR_654	*3	#36
515	1	0.2621	PM_BMR_656	*1	#22
516	1	0.2621	PM_BMR_657	*7	#7
517	1	0.2621	PM_BMR_658	*25	#19
518	1	0.2621	PM_BMR_659	*9	#6
519	1	0.2621	PM_BMR_660	*27	#19
520	1	0.2621	PM_BMR_661	*23	#27
521	1	0.2621	PM_BMR_662	*28	#33
522	1	0.2621	PM_BMR_664	*45	#37
523	1	0.2621	PM_BMR_666	*25	#19
524	1	0.2621	PM_BMR_667	*21	#28
525	1	0.2621	PM_BMR_668	*5	#5
526	1	0.2621	PM_BMR_669	*28	#29
527	1	0.2621	PM_BMR_670	*31	#37
528	1	0.2621	PM_BMR_672	*26	#46
529	1	0.2621	PM_BMR_673	*48	#21
530	1	0.2621	PM_BMR_675	*30	#31
531	1	0.2621	PM_BMR_676	*24	#13
532	1	0.2621	PM_BMR_693	*13	#19
533	1	0.2621	PM_BMR_694	*13	#19
534	1	0.2621	PM_BMR_695	*15	#13
535	1	0.2621	PM_BMR_696	*7	#7
536	1	0.2621	PM_BMR_698	*11	#13
537	1	0.2621	PM_BMR_699	*1	#12
538	1	0.2621	PM_BMR_700	*31	#35
539	1	0.2621	PM_BMR_701	*3	#5
540	1	0.2621	PM_BMR_702	*1	#12
541	1	0.2621	PM_BMR_703	*1	#12
542	1	0.2621	PM_BMR_704	*5	#5
543	1	0.2621	PM_BMR_705	*5	#5
544	1	0.2621	PM_BMR_707	*17	#11
545	1	0.2621	PM_BMR_709	*13	#20
546	1	0.2621	PM_BMR_711	*10	#11
547	1	0.2621	PM_BMR_712	*9	#6
548	1	0.2621	PM_BMR_715	*7	#29
549	1	0.2621	PM_BMR_717	*8	#11
550	1	0.2621	PM_BMR_719	*1	#12
551	1	0.2621	PM_BMR_721	*11	#13
552	1	0.2621	PM_BMR_722	*14	#24
553	1	0.2621	PM_BMR_723	*17	#11
554	1	0.2621	PM_BMR_724	*10	#11
555	1	0.2621	PM_BMR_725	*13	#19
556	1	0.2621	PM_BMR_726	*8	#11
557	1	0.2621	PM_BMR_727	*10	#11
558	1	0.2621	PM_BMR_728	*14	#20
559	1	0.2621	PM_BMR_729	*1	#12
560	1	0.2621	PM_BMR_730	*8	#11
561	1	0.2621	PM_BMR_731	*40	#49
562	1	0.2621	PM_BMR_733	*40	#20
563	1	0.2621	PM_BMR_734	*10	#11
564	1	0.2621	PM_BMR_736	*13	#19
565	1	0.2621	PM_BMR_737	*17	#11
566	1	0.2621	PM_BMR_738	*10	#11
567	1	0.2621	PM_BMR_739	*14	#24
568	1	0.2621	PM_BMR_741	*1	#22
569	1	0.2621	PM_BMR_742	*8	#11
570	1	0.2621	PM_BMR_743	*14	#20
571	1	0.2621	PM_BMR_744	*1	#14
572	1	0.2621	PM_BMR_745	*10	#11
573	1	0.2621	PM_BMR_746	*6	#11
574	1	0.2621	PM_BMR_750	*9	#25
575	1	0.2621	PM_BMR_751	*1	#14
576	1	0.2621	PM_BMR_752	*1	#12
577	1	0.2621	PM_BMR_755	*8	#11
578	1	0.2621	PM_BMR_757	*11	#13
579	1	0.2621	PM_BMR_758	*7	#29
580	1	0.2621	PM_BMR_759	*13	#20
