ClusterIndex	Probability	OffspringID	FatherID	MotherID
581	1	0.2621	PM_BMR_761	*15	#21
582	1	0.2621	PM_BMR_762	*10	#11
583	1	0.2621	PM_BMR_764	*7	#7
584	1	0.2621	PM_BMR_765	*14	#20
585	1	0.2621	PM_BMR_766	*6	#16
586	1	0.2621	PM_BMR_770	*1	#12
587	1	0.2621	PM_BMR_772	*14	#20
588	1	0.2621	PM_BMR_773	*6	#16
589	1	0.2621	PM_BMR_775	*8	#11
590	1	0.2621	PM_BMR_777	*10	#11
591	1	0.2621	PM_BMR_779	*1	#12
592	1	0.2621	PM_BMR_780	*1	#12
593	1	0.2621	PM_BMR_781	*40	#20
594	1	0.2621	PM_BMR_782	*17	#11
595	1	0.2621	PM_BMR_783	*1	#12
596	1	0.2621	PM_BMR_786	*13	#20
597	1	0.2621	PM_BMR_788	*10	#11
598	1	0.2621	PM_BMR_789	*7	#18
599	1	0.2621	PM_BMR_790	*10	#11
600	1	0.2621	PM_BMR_791	*8	#11
601	1	0.2621	PM_BMR_792	*40	#20
602	1	0.2621	PM_BMR_793	*11	#13
603	1	0.2621	PM_BMR_794	*1	#14
604	1	0.2621	PM_BMR_796	*17	#11
605	1	0.2621	PM_BMR_800	*14	#20
606	1	0.2621	PM_BMR_804	*7	#18
607	1	0.2621	PM_BMR_807	*1	#12
608	1	0.2621	PM_BMR_808	*7	#7
609	1	0.2621	PM_BMR_809	*13	#20
610	1	0.2621	PM_BMR_811	*41	#12
611	1	0.2621	PM_BMR_812	*8	#11
612	1	0.2621	PM_BMR_813	*11	#13
613	1	0.2621	PM_BMR_814	*14	#24
614	1	0.2621	PM_BMR_815	*5	#5
615	1	0.2621	PM_BMR_817	*1	#12
616	1	0.2621	PM_BMR_818	*11	#13
617	1	0.2621	PM_BMR_819	*17	#11
618	1	0.2621	PM_BMR_820	*5	#5
619	1	0.2621	PM_BMR_822	*8	#11
620	1	0.2621	PM_BMR_824	*1	#12
621	1	0.2621	PM_BMR_825	*1	#12
622	1	0.2621	PM_BMR_826	*6	#16
623	1	0.2621	PM_BMR_827	*3	#5
624	1	0.2621	PM_BMR_828	*5	#5
625	1	0.2621	PM_BMR_830	*1	#12
626	1	0.2621	PM_BMR_831	*8	#22
627	1	0.2621	PM_BMR_832	*1	#14
628	1	0.2621	PM_BMR_833	*7	#18
629	1	0.2621	PM_BMR_834	*5	#5
630	1	0.2621	PM_BMR_836	*5	#5
631	1	0.2621	PM_BMR_837	*14	#24
632	1	0.2621	PM_BMR_839	*1	#12
633	1	0.2621	PM_BMR_840	*13	#19
634	1	0.2621	PM_BMR_841	*14	#24
635	1	0.2621	PM_BMR_842	*1	#12
636	1	0.2621	PM_BMR_843	*6	#16
637	1	0.2621	PM_BMR_844	*1	#14
638	1	0.2621	PM_BMR_845	*1	#22
639	1	0.2621	PM_BMR_847	*5	#5
640	1	0.2621	PM_BMR_848	*1	#12
641	1	0.2621	PM_BMR_849	*17	#24
642	1	0.2621	PM_BMR_850	*7	#18
643	1	0.2621	PM_BMR_852	*1	#12
644	1	0.2621	PM_BMR_853	*10	#11
645	1	0.2621	PM_BMR_854	*1	#12
646	1	0.2621	PM_BMR_855	*13	#19
647	1	0.2621	PM_BMR_857	*1	#12
648	1	0.2621	PM_BMR_858	*1	#12
649	1	0.2621	PM_BMR_859	*3	#5
650	1	0.2621	PM_BMR_860	*5	#5
651	1	0.2621	PM_BMR_862	*13	#19
652	1	0.2621	PM_BMR_865	*5	#5
653	1	0.2621	PM_BMR_866	*40	#49
654	1	0.2621	PM_BMR_868	*5	#5
655	1	0.2621	PM_BMR_869	*5	#5
656	1	0.2621	PM_BMR_870	*13	#20
657	1	0.2621	PM_BMR_872	*10	#11
658	1	0.2621	PM_BMR_874	*1	#14
659	1	0.2621	PM_BMR_875	*1	#12
660	1	0.2621	PM_BMR_876	*5	#5
661	1	0.2621	PM_BMR_877	*1	#12
662	1	0.2621	PM_BMR_878	*5	#5
663	1	0.2621	PM_BMR_880	*13	#19
664	1	0.2621	PM_BMR_882	*9	#6
665	1	0.2621	PM_BMR_883	*1	#12
666	1	0.2621	PM_BMR_884	*28	#29
667	1	0.2621	PM_BMR_885	*17	#11
668	1	0.2621	PM_BMR_886	*14	#20
669	1	0.2621	PM_BMR_888	*1	#12
670	1	0.2621	PM_BMR_889	*1	#12
671	1	0.2621	PM_BMR_890	*7	#7
672	1	0.2621	PM_BMR_891	*8	#11
673	1	0.2621	PM_BMR_892	*5	#5
674	1	0.2621	PM_BMR_893	*1	#22
675	1	0.2621	PM_BMR_894	*5	#5
676	1	0.2621	PM_BMR_895	*1	#12
677	1	0.2621	PM_BMR_896	*14	#24
678	1	0.2621	PM_BMR_897	*8	#22
679	1	0.2621	PM_BMR_899	*9	#6
680	1	0.2621	PM_BMR_900	*1	#12
681	1	0.2621	PM_BMR_901	*11	#13
682	1	0.2621	PM_BMR_902	*13	#19
683	1	0.2621	PM_BMR_903	*6	#6
684	1	0.2621	PM_BMR_904	*5	#5
685	1	0.2621	PM_BMR_905	*8	#22
686	1	0.2621	PM_BMR_907	*48	#21
687	1	0.2621	PM_BMR_911	*17	#24
688	1	0.2621	PM_BMR_912	*7	#29
689	1	0.2621	PM_BMR_913	*17	#24
690	1	0.2621	PM_BMR_914	*8	#11
691	1	0.2621	PM_BMR_916	*7	#18
692	1	0.2621	PM_BMR_919	*1	#12
693	1	0.2621	PM_BMR_920	*10	#11
694	1	0.2621	PM_BMR_921	*5	#5
695	1	0.2621	PM_BMR_922	*5	#5
696	1	0.2621	PM_BMR_923	*13	#5
697	1	0.2621	PM_BMR_925	*5	#5
698	1	0.2621	PM_BMR_926	*5	#5
699	1	0.2621	PM_BMR_927	*1	#12
700	1	0.2621	PM_BMR_928	*1	#32
701	1	0.2621	PM_BMR_929	*1	#14
702	1	0.2621	PM_BMR_931	*11	#13
703	1	0.2621	PM_BMR_934	*5	#5
704	1	0.2621	PM_BMR_935	*1	#22
705	1	0.2621	PM_BMR_937	*28	#29
706	1	0.2621	PM_BMR_938	*17	#11
707	1	0.2621	PM_BMR_939	*5	#5
708	1	0.2621	PM_BMR_940	*6	#6
709	1	0.2621	PM_BMR_941	*13	#19
710	1	0.2621	PM_BMR_942	*7	#18
711	1	0.2621	PM_BMR_943	*8	#11
712	1	0.2621	PM_BMR_944	*11	#13
713	1	0.2621	PM_BMR_946	*7	#18
714	1	0.2621	PM_BMR_947	*9	#25
715	1	0.2621	PM_BMR_948	*7	#18
716	1	0.2621	PM_BMR_949	*8	#11
717	1	0.2621	PM_BMR_950	*11	#13
718	1	0.2621	PM_BMR_951	*6	#6
719	1	0.2621	PM_BMR_952	*17	#11
720	1	0.2621	PM_BMR_954	*7	#18
721	1	0.2621	PM_BMR_955	*8	#11
722	1	0.2621	PM_BMR_957	*10	#11
723	1	0.2621	PM_BMR_958	*1	#14
724	1	0.2621	PM_BMR_959	*6	#6
725	1	0.2621	PM_BMR_960	*1	#12
726	1	0.2621	PM_BMR_961	*11	#13
727	1	0.2621	PM_BMR_963	*28	#29
728	1	0.2621	PM_BMR_966	*1	#12
729	1	0.2621	PM_BMR_967	*7	#18
730	1	0.2621	PM_BMR_968	*1	#12
731	1	0.2621	PM_BMR_969	*7	#18
732	1	0.2621	PM_BMR_970	*1	#12
733	1	0.2621	PM_BMR_972	*14	#20
734	1	0.2621	PM_BMR_973	*17	#11
735	1	0.2621	PM_BMR_974	*14	#20
736	1	0.2621	PM_BMR_975	*7	#18
737	1	0.2621	PM_BMR_976	*15	#13
738	1	0.2621	PM_BMR_977	*17	#11
739	1	0.2621	PM_BMR_978	*10	#11
740	1	0.2621	PM_BMR_979	*1	#14
741	1	0.2621	PM_BMR_980	*8	#11
742	1	0.2621	PM_BMR_981	*14	#24
743	1	0.2621	PM_BMR_983	*11	#13
744	1	0.2621	PM_BMR_984	*8	#11
745	1	0.2621	PM_BMR_985	*1	#14
746	1	0.2621	PM_BMR_986	*10	#11
747	1	0.2621	PM_BMR_987	*10	#11
748	1	0.2621	PM_BMR_988	*1	#12
749	1	0.2621	PM_BMR_989	*8	#22
750	1	0.2621	PM_BMR_990	*5	#5
751	1	0.2621	PM_BMR_991	*10	#11
752	1	0.2621	PM_BMR_992	*13	#20
753	1	0.2621	PM_BMR_993	*5	#5
754	1	0.2621	PM_BMR_996	*11	#13
755	1	0.2621	PM_BMR_998	*8	#11
756	1	0.2621	PM_BMR_999	*5	#5
757	2	0.3915	PM_BMR_007	*2	#2
758	2	0.3915	PM_BMR_018	*4	#4
759	2	0.3915	PM_BMR_022	*4	#8
760	2	0.3915	PM_BMR_028	*4	#2
761	2	0.3915	PM_BMR_035	*4	#2
762	2	0.3915	PM_BMR_046	*4	#15
763	2	0.3915	PM_BMR_050	*4	#8
764	2	0.3915	PM_BMR_064	*4	#2
765	2	0.3915	PM_BMR_067	*4	#8
766	2	0.3915	PM_BMR_088	*4	#8
767	2	0.3915	PM_BMR_092	*4	#8
768	2	0.3915	PM_BMR_098	*4	#8
769	2	0.3915	PM_BMR_100	*4	#2
770	2	0.3915	PM_BMR_1000	*4	#23
771	2	0.3915	PM_BMR_1002	*4	#2
772	2	0.3915	PM_BMR_1003	*4	#15
773	2	0.3915	PM_BMR_1004	*4	#2
774	2	0.3915	PM_BMR_1006	*4	#2
775	2	0.3915	PM_BMR_1008	*4	#8
776	2	0.3915	PM_BMR_1010	*4	#23
777	2	0.3915	PM_BMR_1013	*4	#2
778	2	0.3915	PM_BMR_1019	*4	#8
779	2	0.3915	PM_BMR_1020	*4	#8
780	2	0.3915	PM_BMR_1024	*4	#2
781	2	0.3915	PM_BMR_1026	*4	#2
782	2	0.3915	PM_BMR_1034	*4	#2
783	2	0.3915	PM_BMR_1038	*4	#15
784	2	0.3915	PM_BMR_1044	*4	#2
785	2	0.3915	PM_BMR_1046	*4	#2
786	2	0.3915	PM_BMR_1050	*4	#2
787	2	0.3915	PM_BMR_107	*4	#2
788	2	0.3915	PM_BMR_112	*4	#8
789	2	0.3915	PM_BMR_114	*4	#8
790	2	0.3915	PM_BMR_120	*4	#2
791	2	0.3915	PM_BMR_125	*4	#2
792	2	0.3915	PM_BMR_128	*4	#15
793	2	0.3915	PM_BMR_223	*4	#2
794	2	0.3915	PM_BMR_244	*4	#2
795	2	0.3915	PM_BMR_265	*37	#15
796	2	0.3915	PM_BMR_277	*4	#8
797	2	0.3915	PM_BMR_325	*4	#2
798	2	0.3915	PM_BMR_326	*4	#2
799	2	0.3915	PM_BMR_329	*4	#15
800	2	0.3915	PM_BMR_333	*4	#2
801	2	0.3915	PM_BMR_335	*4	#2
802	2	0.3915	PM_BMR_337	*4	#2
803	2	0.3915	PM_BMR_338	*4	#2
804	2	0.3915	PM_BMR_339	*4	#23
805	2	0.3915	PM_BMR_340	*4	#2
806	2	0.3915	PM_BMR_341	*4	#15
807	2	0.3915	PM_BMR_343	*4	#2
808	2	0.3915	PM_BMR_360	*4	#2
809	2	0.3915	PM_BMR_368	*4	#2
810	2	0.3915	PM_BMR_371	*4	#2
811	2	0.3915	PM_BMR_373	*4	#2
812	2	0.3915	PM_BMR_375	*4	#2
813	2	0.3915	PM_BMR_380	*4	#23
814	2	0.3915	PM_BMR_381	*4	#8
815	2	0.3915	PM_BMR_382	*4	#15
816	2	0.3915	PM_BMR_406	*4	#2
817	2	0.3915	PM_BMR_411	*4	#15
818	2	0.3915	PM_BMR_413	*4	#2
819	2	0.3915	PM_BMR_415	*4	#2
820	2	0.3915	PM_BMR_418	*4	#2
821	2	0.3915	PM_BMR_419	*4	#2
822	2	0.3915	PM_BMR_426	*4	#8
823	2	0.3915	PM_BMR_430	*4	#2
824	2	0.3915	PM_BMR_431	*4	#8
825	2	0.3915	PM_BMR_436	*4	#2
826	2	0.3915	PM_BMR_437	*4	#15
827	2	0.3915	PM_BMR_439	*4	#8
828	2	0.3915	PM_BMR_440	*4	#8
829	2	0.3915	PM_BMR_454	*4	#8
830	2	0.3915	PM_BMR_472	*4	#15
831	2	0.3915	PM_BMR_478	*4	#15
832	2	0.3915	PM_BMR_482	*4	#15
833	2	0.3915	PM_BMR_495	*4	#2
834	2	0.3915	PM_BMR_499	*4	#23
835	2	0.3915	PM_BMR_501	*4	#2
836	2	0.3915	PM_BMR_503	*4	#2
837	2	0.3915	PM_BMR_506	*4	#2
838	2	0.3915	PM_BMR_512	*4	#2
839	2	0.3915	PM_BMR_513	*4	#15
840	2	0.3915	PM_BMR_522	*4	#8
841	2	0.3915	PM_BMR_526	*4	#8
842	2	0.3915	PM_BMR_529	*4	#8
843	2	0.3915	PM_BMR_533	*4	#2
844	2	0.3915	PM_BMR_549	*4	#2
845	2	0.3915	PM_BMR_552	*4	#2
846	2	0.3915	PM_BMR_554	*4	#2
847	2	0.3915	PM_BMR_557	*4	#15
848	2	0.3915	PM_BMR_558	*4	#2
849	2	0.3915	PM_BMR_560	*4	#15
850	2	0.3915	PM_BMR_566	*4	#2
851	2	0.3915	PM_BMR_567	*4	#2
852	2	0.3915	PM_BMR_588	*4	#2
853	2	0.3915	PM_BMR_593	*4	#8
854	2	0.3915	PM_BMR_600	*4	#2
855	2	0.3915	PM_BMR_603	*4	#15
856	2	0.3915	PM_BMR_606	*4	#15
857	2	0.3915	PM_BMR_622	*4	#2
858	2	0.3915	PM_BMR_649	*4	#2
859	2	0.3915	PM_BMR_663	*2	#23
860	2	0.3915	PM_BMR_697	*4	#8
861	2	0.3915	PM_BMR_706	*4	#2
862	2	0.3915	PM_BMR_708	*4	#15
863	2	0.3915	PM_BMR_710	*4	#15
864	2	0.3915	PM_BMR_713	*4	#2
865	2	0.3915	PM_BMR_714	*4	#2
866	2	0.3915	PM_BMR_716	*4	#15
867	2	0.3915	PM_BMR_720	*4	#15
868	2	0.3915	PM_BMR_732	*4	#2
869	2	0.3915	PM_BMR_735	*4	#15
870	2	0.3915	PM_BMR_740	*4	#2
871	2	0.3915	PM_BMR_747	*4	#2
872	2	0.3915	PM_BMR_748	*4	#15
873	2	0.3915	PM_BMR_749	*4	#2
874	2	0.3915	PM_BMR_753	*4	#15
875	2	0.3915	PM_BMR_754	*4	#2
876	2	0.3915	PM_BMR_756	*4	#2
877	2	0.3915	PM_BMR_760	*4	#2
878	2	0.3915	PM_BMR_763	*4	#2
879	2	0.3915	PM_BMR_767	*4	#50
880	2	0.3915	PM_BMR_768	*4	#15
881	2	0.3915	PM_BMR_769	*4	#15
882	2	0.3915	PM_BMR_771	*4	#2
883	2	0.3915	PM_BMR_774	*4	#2
884	2	0.3915	PM_BMR_776	*4	#15
885	2	0.3915	PM_BMR_778	*4	#8
886	2	0.3915	PM_BMR_784	*4	#2
887	2	0.3915	PM_BMR_785	*4	#15
888	2	0.3915	PM_BMR_787	*4	#15
889	2	0.3915	PM_BMR_795	*4	#2
890	2	0.3915	PM_BMR_801	*4	#8
891	2	0.3915	PM_BMR_802	*4	#8
892	2	0.3915	PM_BMR_806	*4	#2
893	2	0.3915	PM_BMR_810	*4	#15
894	2	0.3915	PM_BMR_816	*4	#15
895	2	0.3915	PM_BMR_838	*4	#2
896	2	0.3915	PM_BMR_846	*4	#8
897	2	0.3915	PM_BMR_851	*4	#8
898	2	0.3915	PM_BMR_856	*4	#2
899	2	0.3915	PM_BMR_863	*4	#15
900	2	0.3915	PM_BMR_864	*4	#8
901	2	0.3915	PM_BMR_867	*4	#15
902	2	0.3915	PM_BMR_873	*4	#2
903	2	0.3915	PM_BMR_879	*4	#8
904	2	0.3915	PM_BMR_881	*4	#8
905	2	0.3915	PM_BMR_887	*4	#15
906	2	0.3915	PM_BMR_898	*4	#8
907	2	0.3915	PM_BMR_906	*4	#8
908	2	0.3915	PM_BMR_908	*4	#8
909	2	0.3915	PM_BMR_909	*4	#8
910	2	0.3915	PM_BMR_915	*4	#2
911	2	0.3915	PM_BMR_917	*4	#15
912	2	0.3915	PM_BMR_918	*4	#2
913	2	0.3915	PM_BMR_924	*4	#15
914	2	0.3915	PM_BMR_932	*4	#15
915	2	0.3915	PM_BMR_964	*4	#15
916	2	0.3915	PM_BMR_965	*4	#2
917	2	0.3915	PM_BMR_982	*4	#2
918	2	0.3915	PM_BMR_994	*4	#15
919	2	0.3915	PM_BMR_997	*4	#8
920	3	0.9998	PM_BMR_048	*12	#17
921	3	0.9998	PM_BMR_052	*12	#17
922	3	0.9998	PM_BMR_087	*12	#17
923	3	0.9998	PM_BMR_091	*12	#17
924	3	0.9998	PM_BMR_1030	*12	#17
925	3	0.9998	PM_BMR_1041	*12	#17
926	3	0.9998	PM_BMR_108	*12	#17
927	3	0.9998	PM_BMR_123	*12	#17
928	3	0.9998	PM_BMR_127	*12	#17
929	3	0.9998	PM_BMR_129	*12	#17
930	3	0.9998	PM_BMR_150	*12	#17
931	3	0.9998	PM_BMR_152	*12	#17
932	3	0.9998	PM_BMR_158	*12	#17
933	3	0.9998	PM_BMR_186	*12	#17
934	3	0.9998	PM_BMR_199	*12	#17
935	3	0.9998	PM_BMR_227	*12	#17
936	3	0.9998	PM_BMR_243	*12	#17
937	3	0.9998	PM_BMR_255	*12	#17
938	3	0.9998	PM_BMR_263	*12	#17
939	3	0.9998	PM_BMR_272	*12	#17
940	3	0.9998	PM_BMR_289	*12	#17
941	3	0.9998	PM_BMR_294	*12	#17
942	3	0.9998	PM_BMR_308	*12	#17
943	3	0.9998	PM_BMR_314	*12	#17
944	3	0.9998	PM_BMR_319	*12	#17
945	3	0.9998	PM_BMR_374	*12	#17
946	3	0.9998	PM_BMR_388	*12	#17
947	3	0.9998	PM_BMR_422	*12	#17
948	3	0.9998	PM_BMR_424	*12	#17
949	3	0.9998	PM_BMR_425	*12	#17
950	3	0.9998	PM_BMR_498	*12	#17
951	3	0.9998	PM_BMR_504	*12	#17
952	3	0.9998	PM_BMR_516	*12	#17
953	3	0.9998	PM_BMR_530	*12	#17
954	3	0.9998	PM_BMR_531	*12	#17
955	3	0.9998	PM_BMR_541	*12	#17
956	3	0.9998	PM_BMR_612	*12	#17
957	3	0.9998	PM_BMR_619	*12	#17
958	3	0.9998	PM_BMR_624	*12	#17
959	3	0.9998	PM_BMR_628	*12	#17
960	3	0.9998	PM_BMR_635	*42	#17
961	3	0.9998	PM_BMR_641	*12	#17
962	3	0.9998	PM_BMR_643	*12	#17
963	3	0.9998	PM_BMR_647	*12	#17
964	3	0.9998	PM_BMR_718	*12	#17
965	3	0.9998	PM_BMR_797	*12	#17
966	3	0.9998	PM_BMR_798	*12	#17
967	3	0.9998	PM_BMR_799	*12	#17
968	3	0.9998	PM_BMR_803	*12	#17
969	3	0.9998	PM_BMR_823	*42	#17
970	3	0.9998	PM_BMR_835	*42	#17
971	3	0.9998	PM_BMR_910	*12	#17
972	3	0.9998	PM_BMR_930	*12	#17
973	3	0.9998	PM_BMR_933	*12	#17
974	3	0.9998	PM_BMR_936	*12	#17
975	3	0.9998	PM_BMR_945	*12	#17
976	3	0.9998	PM_BMR_962	*12	#17
977	4	0.8327	PM_BMR_130	*19	#26
978	4	0.8327	PM_BMR_190	*19	#26
979	4	0.8327	PM_BMR_208	*35	#26
980	4	0.8327	PM_BMR_270	*19	#26
981	4	0.8327	PM_BMR_279	*19	#26
982	4	0.8327	PM_BMR_636	*35	#26
983	4	0.8327	PM_BMR_639	*35	#26
984	5	0.9395	PM_BMR_144	*29	#30
985	5	0.9395	PM_BMR_148	*29	#30
986	5	0.9395	PM_BMR_159	*29	#34
987	5	0.9395	PM_BMR_240	*29	#30
988	5	0.9395	PM_BMR_241	*29	#30
989	5	0.9395	PM_BMR_262	*29	#34
990	5	0.9395	PM_BMR_271	*29	#34
991	5	0.9395	PM_BMR_617	*29	#34
992	6	0.8407	PM_BMR_180	*33	#39
993	6	0.8407	PM_BMR_181	*34	#40
994	6	0.8407	PM_BMR_211	*36	#39
995	6	0.8407	PM_BMR_285	*34	#39
996	6	0.8407	PM_BMR_293	*34	#39
997	6	0.8407	PM_BMR_295	*34	#39
998	6	0.8407	PM_BMR_300	*36	#39
999	6	0.8407	PM_BMR_304	*34	#39
1000	6	0.8407	PM_BMR_315	*34	#39
1001	6	0.8407	PM_BMR_861	*50	#40
1002	6	0.8407	PM_BMR_871	*50	#40
1003	6	0.8407	PM_BMR_953	*50	#40
1004	6	0.8407	PM_BMR_995	*50	#40
1005	7	0.9679	PM_BMR_317	*39	#42
1006	7	0.9679	PM_BMR_650	*43	#42
1007	8	0.9738	PM_BMR_655	*44	#43
1008	9	0.0788	PM_BMR_665	*46	#44
1009	9	0.0788	PM_BMR_674	*46	#47
1010	9	0.0788	PM_BMR_956	*46	#47
1011	10	0.8885	PM_BMR_671	*47	#45
1012	11	0.9749	PM_BMR_678	*49	#48
