OffspringID	FatherID	MotherID	ClusterIndex
PM_BMR_845	9	14	5
PM_BMR_846	7	7	6
PM_BMR_847	4	4	4
PM_BMR_848	11	14	5
PM_BMR_849	20	23	5
PM_BMR_850	6	18	4
PM_BMR_851	7	7	6
PM_BMR_852	11	14	5
PM_BMR_853	10	13	5
PM_BMR_854	11	14	5
PM_BMR_855	17	19	5
PM_BMR_856	7	11	6
PM_BMR_857	11	14	5
PM_BMR_858	11	14	5
PM_BMR_859	14	4	4
PM_BMR_860	4	4	4
PM_BMR_861	62	48	15
PM_BMR_862	17	19	5
PM_BMR_863	7	16	6
PM_BMR_864	7	7	6
PM_BMR_865	4	4	4
PM_BMR_866	58	54	5
PM_BMR_867	7	16	6
PM_BMR_868	4	4	4
PM_BMR_869	4	4	4
PM_BMR_870	18	19	5
PM_BMR_871	62	48	15
PM_BMR_872	10	13	5
PM_BMR_873	7	11	6
PM_BMR_874	13	14	5
PM_BMR_875	11	14	5
PM_BMR_876	4	4	4
PM_BMR_877	11	14	5
PM_BMR_878	4	4	4
PM_BMR_879	7	7	6
PM_BMR_880	17	19	5
PM_BMR_881	7	7	6
PM_BMR_882	5	10	5
PM_BMR_883	11	14	5
PM_BMR_884	35	37	4
PM_BMR_885	10	23	5
PM_BMR_886	18	20	5
PM_BMR_887	7	16	6
PM_BMR_888	11	14	5
PM_BMR_889	11	14	5
PM_BMR_890	6	6	4
PM_BMR_891	10	12	5
PM_BMR_892	4	4	4
PM_BMR_893	9	14	5
PM_BMR_894	4	4	4
PM_BMR_895	11	14	5
PM_BMR_896	20	20	5
PM_BMR_897	9	12	5
PM_BMR_898	7	7	6
PM_BMR_899	5	10	5
PM_BMR_900	11	14	5
PM_BMR_901	12	15	4
PM_BMR_902	17	19	5
PM_BMR_903	5	5	5
PM_BMR_904	4	4	4
PM_BMR_905	9	12	5
PM_BMR_906	7	7	6
PM_BMR_907	55	21	4
PM_BMR_908	7	7	6
PM_BMR_909	7	7	6
PM_BMR_910	16	17	8
PM_BMR_911	20	23	5
PM_BMR_912	6	37	4
PM_BMR_913	20	23	5
PM_BMR_914	10	12	5
PM_BMR_915	7	11	6
PM_BMR_916	6	18	4
PM_BMR_917	7	16	6
PM_BMR_918	7	11	6
PM_BMR_919	11	14	5
PM_BMR_920	10	13	5
PM_BMR_921	4	4	4
PM_BMR_922	4	4	4
PM_BMR_923	63	19	5
PM_BMR_924	7	16	6
PM_BMR_925	4	4	4
PM_BMR_926	4	4	4
PM_BMR_927	11	14	5
PM_BMR_928	62	48	15
PM_BMR_929	13	14	5
PM_BMR_930	16	17	8
PM_BMR_931	12	15	4
PM_BMR_932	7	16	6
PM_BMR_933	16	17	8
PM_BMR_934	4	4	4
PM_BMR_935	9	14	5
PM_BMR_936	16	17	8
PM_BMR_937	35	37	4
PM_BMR_938	10	23	5
PM_BMR_939	4	4	4
PM_BMR_940	5	5	5
PM_BMR_941	17	19	5
PM_BMR_942	6	18	4
PM_BMR_943	10	12	5
PM_BMR_944	12	15	4
PM_BMR_945	16	17	8
PM_BMR_946	6	18	4
PM_BMR_947	28	10	5
PM_BMR_948	6	18	4
PM_BMR_949	10	12	5
PM_BMR_950	12	15	4
PM_BMR_951	5	5	5
PM_BMR_952	10	23	5
PM_BMR_953	62	48	15
PM_BMR_954	6	18	4
PM_BMR_955	10	12	5
PM_BMR_957	10	13	5
PM_BMR_958	13	14	5
PM_BMR_959	5	5	5
PM_BMR_960	11	14	5
PM_BMR_961	12	15	4
PM_BMR_962	16	17	8
PM_BMR_963	35	37	4
PM_BMR_964	7	16	6
PM_BMR_965	7	11	6
PM_BMR_966	11	14	5
PM_BMR_967	6	18	4
PM_BMR_968	11	14	5
PM_BMR_969	6	18	4
PM_BMR_970	11	14	5
PM_BMR_972	18	20	5
PM_BMR_973	10	23	5
PM_BMR_974	18	20	5
PM_BMR_975	6	18	4
PM_BMR_976	19	15	4
PM_BMR_977	10	23	5
PM_BMR_978	10	13	5
PM_BMR_979	13	14	5
PM_BMR_980	10	12	5
PM_BMR_981	20	20	5
PM_BMR_982	7	11	6
PM_BMR_983	12	15	4
PM_BMR_984	10	12	5
PM_BMR_985	13	14	5
PM_BMR_986	10	13	5
PM_BMR_987	10	13	5
PM_BMR_988	11	14	5
PM_BMR_989	9	12	5
PM_BMR_990	4	4	4
PM_BMR_991	10	13	5
PM_BMR_992	18	19	5
PM_BMR_993	4	4	4
PM_BMR_994	7	16	6
PM_BMR_995	62	48	15
PM_BMR_996	12	15	4
PM_BMR_997	7	7	6
PM_BMR_998	10	12	5
PM_BMR_999	4	4	4
