OffspringID	FatherID	MotherID	ClusterIndex
PM_BMR_586	13	1	1
PM_BMR_587	19	11	1
PM_BMR_588	4	12	4
PM_BMR_589	6	9	1
PM_BMR_590	12	23	1
PM_BMR_591	13	1	1
PM_BMR_592	8	11	1
PM_BMR_593	9	12	4
PM_BMR_594	6	9	1
PM_BMR_595	33	14	1
PM_BMR_596	14	21	1
PM_BMR_597	6	9	1
PM_BMR_598	23	13	1
PM_BMR_599	12	15	1
PM_BMR_600	4	12	4
PM_BMR_601	15	1	1
PM_BMR_602	6	9	1
PM_BMR_603	16	12	4
PM_BMR_604	6	9	1
PM_BMR_605	6	9	1
